185	1.79000000000000e-17	-0.00900000000000000
188	1.81000000000000e-17	-0.00900000000000000
190	1.79000000000000e-17	-0.00900000000000000
195	1.61000000000000e-17	-0.00900000000000000
200	1.26000000000000e-17	-0.00900000000000000
205	8.67000000000000e-18	-0.00900000000000000
210	4.98000000000000e-18	-0.00900000000000000
215	2.47000000000000e-18	-0.00900000000000000
220	1.25000000000000e-18	-0.00900000000000000
225	6.20000000000000e-19	-0.00900000000000000
230	3.40000000000000e-19	-0.00900000000000000
235	1.80000000000000e-19	-0.00900000000000000
240	1.10000000000000e-19	0.00280000000000000
245	7.00000000000000e-20	0.00270000000000000
250	5.40000000000000e-20	0.00250000000000000
255	4.90000000000000e-20	0.00250000000000000
260	4.60000000000000e-20	0.00260000000000000
265	4.30000000000000e-20	0.00280000000000000
270	3.90000000000000e-20	0.00310000000000000
275	3.40000000000000e-20	0.00330000000000000
280	2.80000000000000e-20	0.00360000000000000
285	2.20000000000000e-20	0.00400000000000000
290	1.60000000000000e-20	0.00440000000000000
295	1.20000000000000e-20	0.00480000000000000
300	7.80000000000000e-21	0.00540000000000000
305	5.00000000000000e-21	0.00610000000000000
310	2.90000000000000e-21	0.00690000000000000
315	1.70000000000000e-21	0.00810000000000000
320	8.50000000000000e-22	0.00940000000000000
325	4.40000000000000e-22	0.0111000000000000
330	2.20000000000000e-22	0.0119000000000000
335	1.10000000000000e-22	0.0140000000000000
340	5.30000000000000e-23	0.0139000000000000
345	1.80000000000000e-23	-0.00900000000000000
350	8.00000000000000e-24	-0.00900000000000000
355	2.90000000000000e-24	-0.00900000000000000
360	1.80000000000000e-24	-0.00900000000000000
