250.5	0.1
251.5	0.1
252.5	0.1
253.5	0.1
254.5	0.1
255.5	0.1
256.5	0.1
257.5	0.1
258.5	0.1
259.5	0.1
260.5	0.1
261.5	0.1
262.5	0.1
263.5	0.1
264.5	0.1
265.5	0.1
266.5	0.1
267.5	0.1
268.5	0.1
269.5	0.1
270.5	0.1
271.5	0.1
272.5	0.1
273.5	0.1
274.5	0.1
275.5	0.1
276.5	0.1
277.5	0.1
278.5	0.1
279.5	0.1
280.5	0.1
281.5	0.1
282.5	0.1
283.5	0.1
284.5	0.1
285.5	0.1
286.5	0.1
287.5	0.1
288.5	0.1
289.5	0.1
290.5	0.1
291.5	0.1
292.5	0.1
293.5	0.1
294.5	0.1
295.5	0.1
296.5	0.1
297.5	0.1
298.5	0.1
299.5	0.1
300.5	0.1
301.5	0.1
302.5	0.1
303.5	0.1
304.5	0.1
305.5	0.108
306.5	0.127
307.5	0.1725
308.5	0.268
309.5	0.403
310.5	0.5415
311.5	0.648
312.5	0.7125
313.5	0.7445
314.5	0.7575
315.5	0.764
316.5	0.7725
317.5	0.786
318.5	0.8035
319.5	0.8235
320.5	0.844
321.5	0.863
322.5	0.8795
323.5	0.893
324.5	0.9035
325.5	0.911
326.5	0.916
327.5	0.919
328.5	0.92
329.5	0.92
330.5	0.92
331.5	0.92
332.5	0.92
333.5	0.92
334.5	0.92
335.5	0.92
336.5	0.92
337.5	0.92
338.5	0.92
339.5	0.92
340.5	0.92
341.5	0.92
342.5	0.92
343.5	0.92
344.5	0.92
345.5	0.92
346.5	0.92
347.5	0.92
348.5	0.92
349.5	0.92
350.5	0.92
351.5	0.92
352.5	0.92
353.5	0.92
354.5	0.92
355.5	0.92
356.5	0.92
357.5	0.92
358.5	0.92
359.5	0.92
360.5	0.92
361.5	0.92
362.5	0.92
363.5	0.92
364.5	0.92
365.5	0.92
366.5	0.92
367.5	0.92
368.5	0.92
369.5	0.92
370.5	1
371.5	1
372.5	1
373.5	1
374.5	1
375.5	1
376.5	1
377.5	1
378.5	1
379.5	1
380.5	1
381.5	1
382.5	1
383.5	1
384.5	1
385.5	1
386.5	1
387.5	1
388.5	1
389.5	1
390.5	1
391.5	1
392.5	1
393.5	1
394.5	1
395.5	1
396.5	1
397.5	1
398.5	1
399.5	1
400.5	1
401.5	1
402.5	1
403.5	1
404.5	1
405.5	1
406.5	1
407.5	1
408.5	1
409.5	1
410.5	1
411.5	1
412.5	1
413.5	1
414.5	1
415.5	1
416.5	1
417.5	1
418.5	1
419.5	1
420.5	1
421.5	1
422.5	1
423.5	1
424.5	1
425.5	1
426.5	1
427.5	1
428.5	1
429.5	1
430.5	1
431.5	1
432.5	1
433.5	1
434.5	1
435.5	1
436.5	1
437.5	1
438.5	1
439.5	1
440.5	1
441.5	1
442.5	1
443.5	1
444.5	1
445.5	1
446.5	1
447.5	1
448.5	1
449.5	1
450.5	1
451.5	1
452.5	1
453.5	1
454.5	1
455.5	1
456.5	1
457.5	1
458.5	1
459.5	1
460.5	1
461.5	1
462.5	1
463.5	1
464.5	1
465.5	1
466.5	1
467.5	1
468.5	1
469.5	1
470.5	1
471.5	1
472.5	1
473.5	1
474.5	1
475.5	1
476.5	1
477.5	1
478.5	1
479.5	1
480.5	1
